obs,AEME,CG9,CV9
2024-01-29,58.826,302.55,280.962
2024-01-30,58.219,303.55,281.534
2024-01-31,58.319,303.85,281.523
2024-02-01,58.25,303.55,279.17
2024-02-02,58.519,304.2,278.888
2024-02-05,58.896,305.5,277.357
2024-02-06,60.285,307.85,279.055
2024-02-07,60.106,308.2,276.618
2024-02-08,59.929,308.65,275.5
2024-02-09,59.862,309.25,274.845
2024-02-12,60.857,310.25,276.682
2024-02-13,59.884,306.05,275.417
2024-02-14,60.48,308.5,275.542
2024-02-15,60.588,310.6,277.517
2024-02-16,61.01,313.1,279.006
2024-02-19,60.919,313.65,279.274
2024-02-20,60.73,313.5,279.688
2024-02-21,60.893,311.8,279.358
2024-02-22,61.325,315.95,280.914
2024-02-23,61.312,318,281.6
2024-02-26,60.829,317.05,279.962
2024-02-27,61.105,317,281
2024-02-28,60.276,315.35,280.651
2024-02-29,60.528,314.85,280.795
2024-03-01,61.225,317.3,282.077
2024-03-04,60.996,318.1,281.1
2024-03-05,60.472,316.05,281.844
2024-03-06,61.121,317.5,282.848
2024-03-07,61.106,323.25,284.5
2024-03-08,61.186,322.3,284.971
2024-03-11,61.385,319.85,285.173
2024-03-12,61.982,323.65,287.38
2024-03-13,61.639,324.1,288.211
2024-03-14,61.749,325.1,287.026
2024-03-15,61.337,322.45,287.4
2024-03-18,61.511,322.2,287.119
2024-03-19,61.241,321.3,288.676
2024-03-20,61.41,321.8,288.922
2024-03-21,62.218,324.8,290.703
2024-03-22,61.935,323.35,291.551
2024-03-25,61.805,323.85,292.241
2024-03-26,61.935,324.4,293.292
2024-03-27,61.807,324.25,294
2024-03-28,62.392,325.25,295.183
2024-03-29,62.5536666666667,323.683333333333,294.986666666667
2024-04-01,62.7153333333333,322.116666666667,294.790333333333
2024-04-02,62.877,320.55,294.594
2024-04-03,62.611,321.45,295.606
2024-04-04,62.999,320.6,297.131
2024-04-05,62.399,318.15,293.735
2024-04-08,62.851,320.45,295.661
2024-04-09,63,317,294.702
2024-04-10,62.809,317.4,295.061
2024-04-11,63.265,317.25,292.949
2024-04-12,62.668,316.4,295.07
2024-04-15,62.552,318.25,294.669
2024-04-16,61.407,314,289.7
2024-04-17,61.202,313.85,290.787
2024-04-18,61.575,313.5,292.293
2024-04-19,61.083,312,292.622
2024-04-22,61.467,313.7,295.733
2024-04-23,61.911,318.35,298.152
2024-04-24,62.207,317.45,296.39
2024-04-25,62.014,314.35,296.139
2024-04-26,63.007,318.8,298.7
2024-04-29,63.47,317.7,300.033
2024-04-30,63.119,315.7,298.1
2024-05-01,63.5195,315.275,298.164
2024-05-02,63.92,314.85,298.228
2024-05-03,64.39,316.6,298.394
2024-05-06,64.551,318.3,300.3
2024-05-07,64.529,322.2,303.414
2024-05-08,64.498,324.3,303.803
2024-05-09,64.46,325.3,305.282
2024-05-10,64.737,327.5,307.936
2024-05-13,65.187,326.6,308.521
2024-05-14,65.242,327.3,308.774
2024-05-15,65.694,329.85,309.9
2024-05-16,65.93,329.4,309.943
2024-05-17,66.248,328.4,310.084
2024-05-20,66.117,329.8,310.66
2024-05-21,65.651,329.4,309.996
2024-05-22,65.723,328.75,308.099
2024-05-23,65.508,330.2,307.982
2024-05-24,65.249,329.7,307.147
2024-05-27,65.559,330.3,308.567
2024-05-28,65.153,327.35,307.425
2024-05-29,64.357,324.2,304.556
2024-05-30,64.119,325.2,306.495
2024-05-31,63.015,325.75,308.6
2024-06-03,63.813,327.1,309.282
2024-06-04,62.772,326.95,306.1
2024-06-05,64.057,332.45,307.182
2024-06-06,64.422,334.7,308.82
2024-06-07,64.445,334.7,308.291
2024-06-10,64.924,333.45,306.755
2024-06-11,64.55,331.55,303.38
2024-06-12,64.932,335.9,305.179
2024-06-13,65.06,331.85,301.628
2024-06-14,65.501,328.45,298.824
2024-06-17,65.581,328.4,299.423
2024-06-18,66.243,329.95,301.708
2024-06-19,66.682,328.7,302.206
2024-06-20,66.456,332.6,304.653
2024-06-21,66.374,330,302.565
2024-06-24,66.333,331.5,305.708
2024-06-25,65.876,331.15,304.551
2024-06-26,65.964,328.95,302.731
2024-06-27,65.913,327.7,301.858
2024-06-28,66.25,327.6,301.446
2024-07-01,66.169,326.25,304.025
2024-07-02,65.974,324.65,302.491
2024-07-03,66.69,326.8,304.784
2024-07-04,66.863,328.4,306.87
2024-07-05,66.699,327.8,306.272
2024-07-08,66.952,328.15,305.649
2024-07-09,67.145,324.55,303.386
2024-07-10,67.421,327.65,305.976
2024-07-11,67.727,329.25,308.027
2024-07-12,67.803,333.45,309.655
2024-07-15,67.298,329.3,307.005
2024-07-16,67.271,328.6,306.274
2024-07-17,66.371,323.15,308.264
2024-07-18,65.827,320.1,309.445
2024-07-19,65.233,318.2,306.56
2024-07-22,65.553,321.6,309.479
2024-07-23,65.576,323.25,308.583
2024-07-24,64.921,319.55,308.392
2024-07-25,64.418,315.5,308.035
2024-07-26,64.753,315.5,310.042
2024-07-29,64.731,317.65,309.491
2024-07-30,64.7,317.65,310.3
2024-07-31,66.055,322.8,312.142
2024-08-01,65.432,319.55,306.583
2024-08-02,63.003,309.1,300.854
2024-08-05,61.064,303.6,293.545
2024-08-06,61.637,305.9,292.666
2024-08-07,62.994,309.45,298.619
2024-08-08,63.52,310.05,298.394
2024-08-09,63.728,312.75,298.394
2024-08-12,64.122,311.45,300.403
2024-08-13,64.344,311.45,301.358
2024-08-14,63.958,315.95,302.404
2024-08-15,64.899,315.95,305.849
2024-08-16,65.385,320.75,306.616
2024-08-19,65.482,322.35,309.5
2024-08-20,64.855,322.35,307.237
2024-08-21,65.11,322.9,307.965
2024-08-22,64.598,324.55,308.976
2024-08-23,65.034,324.95,311.179
2024-08-26,64.544,324.95,312.305
2024-08-27,64.58,324.95,312.957
2024-08-28,64.551,324.95,313.813
2024-08-29,65.141,329.45,315.077
2024-08-30,65.072,329.05,315.519
2024-09-02,64.903,328.1,316.27
2024-09-03,64.299,325.45,312.622
2024-09-04,63.906,320.1,311.537
2024-09-05,63.67,320.1,312.509
2024-09-06,62.804,312.2,309.171
2024-09-09,63.269,312.2,311.456
2024-09-10,63.082,314.35,308.897
2024-09-11,63.04,314.85,308.64
2024-09-12,63.846,318.2,309.937
2024-09-13,64.235,320.45,312.63
2024-09-16,64.069,319.05,312.571
2024-09-17,64.455,320,314.253
2024-09-18,64.184,317,313.52
2024-09-19,65.204,317,316.497
2024-09-20,65.187,316.75,313.81
2024-09-23,65.871,319,315.248
2024-09-24,67.577,320.95,317.323
2024-09-25,67.493,322.2,315.994
2024-09-26,69.433,326.9,318.312
2024-09-27,69.601,328.35,319.935
2024-09-30,68.817,326.3,316.903
2024-10-01,68.977,323.75,316.101
2024-10-02,70.32,323.75,315.856
2024-10-03,70.026,323.75,313.156
2024-10-04,70.639,321.55,315.386
2024-10-07,71.329,322.35,316.236
2024-10-08,69.781,321.15,313.83
2024-10-09,69.71,323.45,315.939
2024-10-10,69.765,322,315.896
2024-10-11,70.112,322,316.879
2024-10-14,70.208,326.55,318.171
2024-10-15,69.058,321.9,318.015
2024-10-16,69.691,319.8,318.1
2024-10-17,69.66,319.8,320.39
2024-10-18,70.226,324.1,320.944
2024-10-21,69.474,324.1,319.165
2024-10-22,69.555,321.55,317.767
2024-10-23,69.474,320.35,317.196
2024-10-24,69.022,320.65,317.137
2024-10-25,69.266,320.5,317.454
2024-10-28,69.34,321.7,318.6
2024-10-29,69.319,320.15,316.505
2024-10-30,68.203,314.75,313.659
2024-10-31,67.501,310.2,310.961
2024-11-01,68.17,313.6,314.393
2024-11-04,68.234,311.8,313.923
2024-11-05,68.702,311.8,314.5
2024-11-06,68.645,310.2,312.24
2024-11-07,69.907,313,313.779
2024-11-08,68.722,311.35,310.967
2024-11-11,68.689,315.5,313.822
2024-11-12,67.674,309.2,307.3
2024-11-13,67.561,308.75,307.666
2024-11-14,67.283,313.15,311.073
2024-11-15,67.262,306.55,311.546
2024-11-18,67.611,306,312.6
2024-11-19,67.7,305.4,310.527
2024-11-20,67.554,305.6,309.944
2024-11-21,67.748,307.25,311.262
2024-11-22,68.326,312.15,313.622
2024-11-25,NA,NA,NA
